text,label
Identify FIVE (5) Maslow's Hierarchy of Needs based on organizational context. ,Remember
"Evaluate the impact of different network segmentation strategies (e.g., VLANs, subnetting, micro segmentation) on improving network security and traffic isolation.",Analyze
Summarize the findings of a psychology study.,Evaluate
Given two opposing theories design an experiment to compare them.,Create
Derive an expression for the capacitance to neutral of a three phase line with equilateral spacing.,Analyze
Write note on automated assembly line for car manufacturing.,Remember
Provide THREE (3) examples of input devices.,Remember
A financial institution is implementing a fraud detection system for identifying suspicious transactions in real-time. Analyze the differences between using rule-based fraud detection algorithms and machine learning-based anomaly detection models for fraud detection and prevention.,Analyze
Judge the effectiveness of transfer learning techniques in leveraging pre-trained models for new tasks.,Evaluate
Explain Unit Testing?,Understand
Discuss DHCP protocol in details.,Remember
Explain final control element in brief and explain gate and needle control valve in detail with neat sketch.,Remember
Examine the purpose of a geotechnical report in construction project planning?,Remember
What is the need of calibration? Explain one method of calibration of energy meter.,Remember
"As an educator, evaluate FIVE (5) advantages and FIVE (5) disadvantages of using technology in education. ",Evaluate
How do you make a choice between different investment opportunities?,Evaluate
"Compare the security features of different virtual private network (VPN) technologies (e.g., SSL VPN, IPSec VPN, PPTP) in providing secure remote access to corporate networks.",Analyze
An electric current consists of an inductance 0.,Apply
Compare and contrast capitalism and socialism.,Understand
Organize this book into three or more sections and give your own subtitle for each section.,Create
With suitable diagram explain constructional details and working of pirani gauge.,Understand
Define Put-Call Parity and express it in equation. ,Understand
Assess the feasibility of implementing blockchain technology for ensuring the integrity and transparency of supply chain management.,Evaluate
Discriminate between traditional and contemporary art forms.,Evaluate
"Compare the different encryption algorithms (e.g., AES, RSA, ECC) in terms of their strength and suitability for different use cases.",Understand
What is conformational isomerism?,Remember
Draw and explain Wein Bridge oscillator.,Understand
Can you outline the main steps of the scientific method?,Analyze
List FIVE (5) major business activities of investment banks. ,Remember
Draw a front and back for business card layout. ,Understand
"Briefly compare this way of testing the satisfiability of to the more standard way using SLD Resolution, as in Prolog",Understand
Discuss a security framework for the proposed application.,Create
Explain the activities involved in the building process. ,Understand
Write program to transfer letter âTâserially 10 times at baud rate of 4800. Use serial port in mode 1. XTAL=12MHz.,Apply
Apply the principles of ecology to analyze the interactions within a newly discovered ecosystem.,Apply
Define  the following terms.,Understand
Criticize the accuracy of a predictive analytics model for forecasting stock prices and recommend adjustments based on historical data.,Evaluate
Explain the factor of safety with respect to shear strength.,Understand
Can you tell me about the process of cellular respiration?,Remember
Implement 3 bit binary to gray code converter using PLA.,Apply
List the advantages of using a phased array antenna over a traditional antenna for radar systems?,Remember
Teacher-prepared materials are the best form of resources for your English language lesson. State FIVE (5) factors that you would consider when preparing your resources. ,Remember
"Evaluate the performance impact of different indexing strategies (e.g., B-tree, hash index, bitmap index) on database query execution time and resource utilization.",Analyze
Explain on the advantages of switching from a flat-file processing system to a database management system. ,Understand
Why not compose a song about . . .?,Create
Critique the performance of landslide mitigation measures in reducing landslide risks in mountainous regions.,Evaluate
Solve a hypothetical scenario involving failure analysis of a mechanical component and propose strategies for preventing similar failures.,Apply
What do you think about . . .?,Evaluate
Develop a menu for a new healthy foods restaurant,Create
Summarize the geopolitical effects of a political decision.,Understand
Design a spring for a balance to measure 0 to 1000 N over a scale of length 80 mm.,Apply
How do we differentiate between an interview and an interrogation?,Analyze
Determine the Fermi level (in eV) of the doped semiconductor and draw the energy band diagram. ,Apply
What are the different methods of Job evaluation?,Remember
A simply supported beam of 8 m length is loaded as shown in figure 4.,Apply
Formulate an algorithm for optimizing resource allocation in cloud computing environments based on real-time workload and performance metrics.,Create
"Distinguish between a process and a thread in the context of multitasking operating systems, discussing their resource requirements and scheduling overhead.",Analyze
"â2 b) 1 c) 2 d) â1 iii) The value of 21 2Czdzzï« ï­ï²where C is | z | = 1,",Apply
Debate the ethical considerations of using autonomous robots for demolition and deconstruction of buildings.,Evaluate
A plane element is subjected to stresses as shown in figure 6.,Apply
Create a system for optimizing the design of heat exchangers in HVAC systems for improved energy efficiency and indoor comfort.,Create
Explain the term âlevel scheduling'. ,Understand
Can you tabulate the monthly expenses in your budget?,Remember
What is necessity of cooling the I.,Remember
Complete an analogy (analogy tasks are inference tasks),Understand
Give the functions of zinc.,Remember
Describe any two component which can be manufactured by only powder metallurgy technique.,Remember
Restate the central argument of the policy proposal.,Understand
Discuss the best practices to reduce construction demolition and waste for sustainability. ,Understand
"Discuss the principles of semi-supervised learning techniques, explaining their use for leveraging unlabeled data to improve model performance.",Understand
A Pelton wheel is to be designed for the following specifications.,Apply
Find the map of straight line 2xy=  under the transformation 21 21zwzâ=+.,Apply
Evaluate the performance impact of different content delivery network (CDN) architectures on website load times and user experience.,Analyze
Explain the concept of GPIO in AT mega328P.,Analyze
You have been assigned by your employer to manage their Instagram and Facebook business page. Suggest FIVE (5) ways to increase engagement with your social media users. ,Create
Explain Rankin cycle.,Remember
How can you relate knowledge from history and political science to understand governance?,Create
Explain the process of chemical bonding.,Understand
"Compare the performance of different combustion processes (e.g., spark ignition, compression ignition, diesel cycle) in internal combustion engines.",Analyze
Derive general three dimensional heat conduction equation in Cartesian coordinates.,Analyze
Explain blow moulding with suitable sketch.,Remember
How do you make a choice between supporting local businesses or larger corporations?,Evaluate
"Consider you're designing a highway pavement for heavy traffic loads. Describe how you would determine pavement thickness, select material properties, and conduct pavement design using mechanistic-empirical approaches.",Understand
Distinguish between squirrel cage and slip ring induction motors.,Analyze
Draw circuit diagram of practical integrator and explain its frequency response in detail.,Understand
Compare the nutritional value of two different meal options.,Evaluate
What is the cost of the MST?,Remember
What do you mean by Widmanstatten Structure?,Remember
Explain functioning of LM 317 as a voltage regulator.,Remember
How would you classify the different types of artistic styles?,Analyze
Discuss the steps in executing interrupts in PIC18 microcontroller.,Analyze
"Interpret the concept of ensemble learning methods, discussing their advantages in improving model robustness and accuracy.",Understand
Compare SRAM and DRAM.,Analyze
What is voltage regulator?,Remember
"A social media platform is facing public scrutiny for its content moderation practices and handling of hate speech. Evaluate the platform's current content moderation algorithms and policies, including automated filtering, user reporting mechanisms, and community guidelines enforcement. Propose improvements to address concerns related to censorship, free speech, and user safety.",Evaluate
List the levels in Bloom's Taxonomy.,Remember
What is a textual index,Remember
"The Friesian cow, a dairy breed, is a product of selective breeding. Predict the problems that may occur during the selection of Friesian Cows. ",Apply
Explain the need of Cache memory.,Remember
Evaluate the effectiveness of using machine learning algorithms for anomaly detection in cybersecurity.,Apply
Draw and explain the working of a digital multimeter.,Analyze
Explain with suitable example Update Anomalies.,Remember
"Evaluate the effectiveness of different vibration isolation methods (e.g., rubber mounts, active vibration control, tuned mass dampers) in reducing vibrations in mechanical systems.",Analyze
Write a short note on Reluctance motor.,Understand
"In your opinion, identify the relationship between factors of and a country's economic system.",Understand
Calculate the atomic packaging factor for FCC and HCP crystal structure.,Apply
"Distinguish between network address translation (NAT) and port address translation (PAT), discussing their respective roles in conserving IP addresses and enhancing network security.",Analyze
Define solvency and liquidity. Give some simple strategies that banks can follow to avoid insolvency or illiquidity. State reasons banks might option not to adopt these strategies. ,Understand
A fluid of viscosity 8 poise and specific gravity 1.2 is flowing through a circular pipe of diameter 100 mm. The maximum shear stress at the pipewall is 211 N/m 2. Find:,Apply
Define instructional materials. Provide an example of an instructional material for a subject. ,Understand
Draw neat circuit diagram and explain voltage follower.,Understand
Analyze the beam ABC shown in figure 6 by stiffness method and draw BMD.,Apply
How can you experiment to explore the effects of different wavelengths of light on plant growth?,Apply
Explain AM and FM Screening with diagrams.,Remember
Explain with appropriate example how schedule can be prepare using PERT.,Analyze
Provide labels for the parts of an electric circuit.,Remember
State the output of a given eye diagram analysis in high-speed digital communication?,Remember
What different operations are carried out on aluminum to make it eligible as plate making material.,Remember
Explain the virtual memory.,Remember
Evaluate the potential risks and benefits of using biometric authentication systems for access control in sensitive environments.,Apply
What is spur gear?,Remember
What is aliasing? How can it be avoided.,Remember
Explain in brief four color separation method for screen printing process.,Remember
Analyze the impact of software piracy on the software industry and propose ethical solutions to address this issue.,Apply
Group these elements based on their shared cultural significance.,Understand
"In your own words, how would you summarize the story up",Understand
Draw a neat and labeled diagram showing electrons transport chain.,Remember
Explain the packaging and labeling decisions. ,Understand
Explain the principles of ethical philosophy.,Understand
Determine the percentage of DHT's assets committed to inventory. ,Apply
Determine the gate oxide capacitance.,Apply
"Your company is developing a computer vision system for automated defect detection in manufacturing processes. Compare the advantages and limitations of using supervised learning approaches (e.g., convolutional neural networks) versus unsupervised learning approaches (e.g., clustering algorithms) for anomaly detection in visual inspection tasks.",Analyze
A Kaplan turbine working under a head of 24 m develops 12000 kW shaft power.,Apply
Recognize subjectivity in a conversation about the best genre of music.,Evaluate
"Discuss the principles of centrifugal pumps, explaining their working principles and performance characteristics.",Understand
Retell the steps to implement a finite impulse response (FIR) filter using windowing techniques?,Remember
You are tasked with optimizing the scalability of a web application that experiences sudden spikes in user traffic. Analyze the strategies for implementing auto-scaling in cloud environments using tools such as AWS Auto Scaling and Kubernetes Horizontal Pod Autoscaler (HPA).,Analyze
Formulate a method for optimizing the aerodynamic design of commercial aircraft wings to reduce fuel consumption and emissions.,Create
Give an instance of using geological theories to interpret rock formations in a new region.,Apply
Draw and label a diagram of a typical stream.,Remember
State the requirement of material used for rotating machines.,Remember
What is dynamic data structure.,Remember
"In their efforts to achieve their macroeconomic objectives, all governments, regardless of political persuasion, employ the same types of policy instrument. Discuss.",Understand
The average rate of inflow during 12 months for a river are as under,Apply
Explain Scan line polygon filling Algorithm?,Remember
"As a software engineer, you are responsible for optimizing the performance of a database-driven application experiencing slow query times. Outline the steps you would take to apply database indexing techniques to improve query response times.",Apply
Solve for the ten following fraction multiplication problems. Please make sure to show all your work.,Apply
Find the Laplace Transform of following signals.,Apply
Draw and explain the single bus organization of the CPU.,Remember
Find the Z Parameters for the Network Shown.,Apply
What is DNS?,Remember
Explain stream classes hierarchy for file handling in C++.,Remember
The key success of Arnold Palmer Hospital is its implementation of Total Quality Management (TQM) Programme. Describe FIVE (5) principles of TQM Programme which have been adopted by the aforesaid hospital. ,Understand
List the fractions you know and can show….,Remember
Evaluate the principal stresses and principal planes for the state of stress shown in Figure.,Apply
Explain voltage to current converter with floating load?,Analyze
Describe the process to carry out work sampling study.,Remember
How would you use economic concepts to analyze the factors affecting consumer decision-making?,Apply
Describe the role of enzymes in biochemical reactions.,Remember
Compare the nutritional values of two different diets and contrast their effects.,Understand
"Discuss the principles of bridge engineering, explaining concepts such as bridge types, structural components, and load distribution mechanisms.",Understand
Outline the stages of the software development process using Agile methodology.,Analyze
"Discuss the principles of electromagnetic interference (EMI) and electromagnetic compatibility (EMC), explaining techniques for mitigating interference in electronic circuits.",Understand
Explain building meterial used for green building.,Remember
Compare PVD and CVD coating.,Analyze
CATH and SCOP are databases that hierarchically classify protein domains according to their structures. Describe the CATH protein classification system. ,Understand
Compare the time complexity of quicksort and mergesort algorithms for sorting large datasets.,Analyze
What do you mean by Earned Value Analysis?,Remember
Contrast the benefits and limitations of using a relational database management system (RDBMS) versus a NoSQL database for specific application scenarios.,Analyze
Derive with usual notations the basic governing âenergy equationâ of channel flow.,Analyze
Sketch the polar plot for.,Analyze
What modifications would you make to a smartphone to improve its battery life?,Create
Can you show me the steps to create a budget spreadsheet?,Remember
Identify three mistakes from the passage and correct them.,Understand
What changes to . . . would you recommend?,Evaluate
What are the general benefits of holding ISO accreditation.,Remember
Write down a C++ program for copy constructor for string class.,Apply
How do you build a structurally resilient cantilever bridge?,Create
"Compare the various data serialization formats (e.g., JSON, XML, Protocol Buffers) in terms of efficiency and readability.",Understand
Describe the working principle of capacitive humidity sensors with diagram.,Understand
G .,Evaluate
Determine the transition matrix of state equation 03X( )14xtï­ï©ï¹ï½ïªïºï­ï«ï».,Apply
What is tree structured directory?,Remember
List out the properties of Continuous time Fourier Series.,Remember
Let's discuss the pros and cons of nuclear energy.,Understand
Write in detail on double helix structure of DNA.,Remember
"Define stream bank, floodplain and substrate.",Remember
How is Lissajous pattern used for frequency measurement?,Apply
What steps do you take to identify missing information in a complex environmental assessment?,Analyze
Compare historical events to contemporary situations,Understand
Show me your favorite piece of artwork and explain why you like it.,Remember
Propose innovative solutions for addressing cybersecurity challenges in the era of quantum computing.,Apply
Explain grid connected wind energy conversion system with the help of neat diagram.,Remember
What strategies can you use to identify redundant information in a complex academic paper?,Analyze
Consider the following processes arrival time and burst time are as shown.,Apply
Explain mechanism of universal indexing head.,Remember
Compare regulated and unregulated power supply?,Analyze
"Evaluate the differences between the common, facing and engineering bricks in characteristics and use. ",Evaluate
Analyze the ethical considerations surrounding the use of autonomous robots for hazardous tasks in manufacturing environments.,Apply
Recall the characteristics of a DDoS (Distributed Denial of Service) attack?,Remember
State the necessity of filter unit in Pneumatic System.,Remember
Thailand currently experiences a 17% unemployment rate and the investors in the country are sensitive towards changes in the interest rate. Explain to your friend the policy to be taken by Central Bank of Thailand to achieve 3% of unemployment rate by using appropriate diagram(s). ,Understand
Identify the potential issues caused by memory leaks in software development?,Remember
Explain types of assembly language statements with syntax?,Remember
How do you infer the emotions conveyed through a piece of music?,Analyze
"Compare the features and performance of different water supply systems (e.g., gravity-fed system, pressurized system, desalination plant) in providing safe drinking water to communities.",Analyze
With the help of neat sketch explain the construction and working of radial drilling machine.,Analyze
Apply the principles of fluid dynamics to design an efficient water distribution system.,Apply
List any TWO (2) real life examples of  the  organization  that implement the clicks-and-bricks B2C E-Commerce.,Remember
Sketch a diagram which shows these fractions or take photographs of the fractions. ,Apply
A gas expands isothermally against a constant external pressure of 1 atmosphere from a volume of 10 dm 3 to a volume of 20 dm3.,Remember
Design a framework for implementing federated learning techniques in healthcare systems to enable collaborative model training without sharing sensitive data.,Create
Interpret the concept of dimensional analysis and its applications in fluid mechanics and heat transfer.,Understand
Explain in details principal of Induction Heating and Vertical Core Type Induction Furnace.,Remember
Devise a system for automatically optimizing the placement of cellular base stations in urban environments to improve coverage and minimize interference.,Create
What is the difference between dielectric material and insulating material?,Analyze
What are the applications of Stack.,Understand
Explain with neat sketch variable head permeability test.,Understand
Define the functions of Type Checking and Limit Checking in protection.,Remember
Create plan of local environment by drawing around boxes.,Create
Design a novel heat exchanger configuration for improving the efficiency of waste heat recovery systems in industrial processes.,Create
"Evaluate the scalability of various cloud computing service models (e.g., IaaS, PaaS, SaaS) for enterprise applications.",Analyze
Two large parallel plates with emissivities 0.,Apply
How do you measure flow using an electromagnetic flow meter?,Apply
Explain the conceptual design process. ,Understand
Explain Selection sort in ascending order using the following array.,Apply
What is Hashing?,Remember
Choose a documentary to recommend for educational purposes.,Evaluate
"Describe how the soil colloidal complex tends to serve as a ""reservoir"" for plant nutrients. ",Understand
Write note on CLK2 and Internal processor clock.,Understand
Explain in detail corrosion monitoring techniques of reinforcement and preventive measures against corrosion.,Remember
Give TWO examples of natural and artificial means of the seed dispersal of weeds respectively. ,Understand
"Explain the concept of pointers in C/C++ programming, discussing their role in memory manipulation and potential risks such as memory leaks.",Understand
Translate a written text aloud from L2 to English.,Understand
Suppose you are conducting failure analysis on a mechanical component that experienced fatigue failure. Discuss how you would apply fracture mechanics concepts and stress analysis techniques to identify the root cause of failure and prevent future incidents.,Apply
Describe the physical sensations of riding a roller coaster.,Remember
Define and give significance for the following.,Remember
Explain with sketch any one technique of Polymer matrix composite processing.,Analyze
Explain influence of geological conditions on the choice and type of dam.,Analyze
"For any points which fall exactly on the curve, explain the combination of production for steel and bricks. ",Understand
Can you create a schematic diagram of a chemical reaction mechanism?,Analyze
In order to reduce the international competition to protect some major sector of the economy. List and explain THREE (3) instruments that can use to protect our domestic industries. ,Understand
Discuss Link State Routing protocol in detail.,Remember
State four temperature scale available give conversion formulae of it.,Remember
Define Draft tube.,Remember
Explain the various methods of speed control of Dc series motor?,Remember
"Compare the hydraulic performance of different stormwater management techniques (e.g., detention ponds, permeable pavement, green roofs) in reducing runoff and flood risk.",Analyze
What are the salient features of Green building?,Remember
Distinguish between hot melt adhesives and water based adhesives.,Analyze
Decide which method of solving a problem was most effective ,Evaluate
The breakdown voltage of the gaseous insulating material experiment was carried out at the material science laboratory.,Apply
Relate topographic map to field features,Apply
Elaborate FIVE (5) factors that will influence the demand and supply of a currency. ,Understand
How would you classify the different forms of renewable energy?,Analyze
Explain the working of PV cell and Simplest Equivalent Circuit for a Photovoltaic cell.,Remember
State in your own words ...,Understand
Propose creative solutions for reducing construction waste and promoting recycling in the construction industry.,Apply
"Describe the common structural features of phosphatidylserine, phosphatidylethanolamine, phosphatidylcholine and phosphatidylinositol. State their general function(s). ",Understand
Develop relation between âZâ parameter and transmission parameter .,Analyze
"Discuss the principles of reinforced concrete design, explaining concepts such as moment of inertia, neutral axis, and compression zone.",Understand
Describe FIVE (5) characteristics of hardened concrete. ,Understand
Judge the effectiveness of a web application firewall (WAF) in protecting web servers from common security threats and attacks.,Evaluate
Differentiate between qualitative and quantitative analysis.,Understand
Design a cybersecurity framework for securing interconnected smart cities against cyber threats and unauthorized access.,Create
How can you generate original concepts for a product packaging redesign?,Create
What are the primary colors in the additive color model?,Remember
"What associations do you have with the term ""creativity""?",Understand
Contrast the benefits and drawbacks of using a commercial off-the-shelf (COTS) software solution versus a custom-built software solution for enterprise resource planning (ERP).,Analyze
Compare Stack and Queue.,Analyze
Determine the concentration of an unknown substance using titration.,Apply
Explain PI and PD controller in brief with suitable examples.,Remember
Can you create an illustrated diagram of the human respiratory system?,Analyze
What is meant by Metamorphism?,Remember
Select the relevant data points for a correlation analysis.,Analyze
Draw a diagram of the Intelligent System structure with detailed explanation.,Understand
Discuss in detail preliminary geological investigations of tunneling.,Remember
"Contrast the characteristics of satellite communication systems and terrestrial communication systems, discussing their respective advantages and limitations.",Analyze
Difference between unavailable and available energy.,Remember
Explain any three grinding operations.,Remember
Describe the process of setting up a VPN tunnel between two sites using IPsec (Internet Protocol Security)?,Remember
"A security breach has occurred in your organization's network, and you are tasked with analyzing network traffic logs to identify the source of the attack. Evaluate the effectiveness of using intrusion detection systems (IDS) versus intrusion prevention systems (IPS) for detecting and mitigating cyber threats.",Analyze
Sate the principle of stadia tacheometry?,Remember
Devise a system for automatically generating synthetic training data for computer vision tasks such as object detection and image segmentation.,Create
Write a function in C to delete a node in SLL.,Apply
What is the duty cycle of a motor?,Remember
Explain with suitable example the three storage structures for the graph.,Remember
"Contrast the features and scalability of different cloud computing service models (e.g., IaaS, PaaS, SaaS) for deploying and managing enterprise applications.",Analyze
Explain the types of construction excavation. ,Understand
A string of suspension insulators consists of four units.,Apply
Explain the working of magnetic Tape recorder along with diagram.,Apply
Discuss SIX (6) considerations before choosing the foundation type. ,Understand
Determine the vertical displacement of the joint C of the pin jointed frame as shown in figure below.,Analyze
Explain the Oxidation of Saturated Fatty Acids with its Four Basic Steps.,Analyze
Can you recite a famous quote from Mahatma Gandhi?,Remember
"Evaluate the structural integrity of different materials (e.g., steel, aluminum, composite) under varying loading conditions, considering factors such as yield strength and fracture toughness.",Analyze
Find the rise in pressure in the impeller of a centrifugal pump through which water is flowing at the rate 17.,Apply
Propose and justify strategies for optimizing the performance of recommendation systems in e-commerce platforms.,Apply
What are rolling contact bearings?,Remember
Choose a character. Rewrite a scene from the story from this character's point of view.,Create
Assess the scalability of a software-defined access network (SDAN) architecture for providing flexible and efficient access to broadband services.,Evaluate
What year did the Apollo 11 mission land on the moon?,Remember
"You are tasked with designing a scalable and fault-tolerant distributed database system for a large-scale social media platform. Create a distributed database architecture that ensures high availability, consistency, and partition tolerance, incorporating techniques such as sharding, replication, and consensus protocols to handle massive data volumes and user interactions efficiently.",Create
Find the Laplace Transform of the signal drawn below Find ROC.,Apply
An emf 200 V is in series with a.,Apply
Draw a block diagram of the PLA device and explain.,Analyze
Explain historical development of wind power.,Understand
Break down the main actions of the story.,Analyze
There are several benefits for the statement of aims and learning outcomes in a lesson. Evaluate FIVE (5) benefits. ,Evaluate
A 16 km long transmission line consists of a pair of conductors 1.,Apply
Define soil bioremediation. ,Remember
Analyse the bent shown in figure 4 by slope deflection method.,Analyze
"State TWO examples for inorganic and organic contaminants, respectively. ",Remember
A coin is tossed 4 times.,Apply
Defend your perspective on climate change.,Evaluate
Paraphrase the scientific hypothesis.,Understand
Define functional dependency.,Remember
Plan a disaster recovery strategy for restoring communication networks in the aftermath of natural disasters such as earthquakes or hurricanes.,Create
What are Micro instructions? Draw and explain micro-programmed control unit design.,Remember
"Explain the concept of channel coding in digital communication, discussing its role in improving error performance and reliability.",Understand
Discuss in terms of implementation how to restrict resources such as web components and Enterprise Java Bean (EJB} components for use to only authorized users. ,Apply
Formulate an algorithm for automatically detecting and mitigating radio frequency interference (RFI) in wireless communication systems using machine learning.,Create
"An aerospace engineering company is assessing the aerodynamic performance of aircraft wing designs for fuel efficiency and flight stability. Evaluate the lift-to-drag ratios, wing aspect ratios, and airfoil shapes of different wing configurations. Propose aerodynamic optimization techniques and computational fluid dynamics (CFD) simulations to improve aircraft performance and reduce fuel consumption.",Evaluate
List the advantages of using a geosynthetic material in pavement design?,Remember
What adjustments would you make to a navigation app to provide alternative routes?,Create
Imagine you are designing a fraud detection system for an e-commerce platform. Discuss how you would apply machine learning algorithms such as support vector machines (SVM) and ensemble methods to classify transactions as fraudulent or legitimate based on transaction features.,Apply
Describe the advantages and disadvantages of foliar application in fruit crops. ,Understand
Draw and explain the Von Neumann architecture.,Remember
Write a short note on fetching a word from Memory.,Understand
Debate the ethical implications of using unmanned aerial vehicles (UAVs) for aerial spraying of pesticides in agriculture.,Evaluate
Explain vacuum bag moldig composite manufacturing process.,Remember
Derive an expression for sag in case of overhead transmission line when the supports are at unequal level.,Apply
Formulate a method for optimizing the structural design of tall buildings to withstand seismic forces and enhance occupant safety.,Create
Explain the working o single-phase full wave centre tapped rectifier with pure resistive laod.,Remember
Differentiate between soft and hard magnetic material.,Analyze
"Compare the different types of NoSQL databases (e.g., document-oriented, key-value, column-family) in terms of their data model and scalability.",Understand
Can you remember the date of the signing of the Magna Carta?,Remember
Categorize the different types of leadership styles.,Analyze
Compare DFS and BPS.,Analyze
How folds are developed?,Understand
How do you break down a complex physical phenomenon into its underlying forces and interactions?,Analyze
"Evaluate the effectiveness of different lubrication techniques (e.g., boundary lubrication, hydrodynamic lubrication, mixed lubrication) in reducing friction and wear in mechanical systems.",Analyze
What techniques can you use to identify contradictory information in a complex scientific theory?,Analyze
If the probability that an individual suffers a bad reaction from a certain injection is 0.,Apply
List different types of fuses and Explain working of any one in detail.,Understand
Briefly explain why a parallel solution with less number of synchronisation phases is more preferred than other solution with a lot of synchronisation phases.,Understand
Restate the main arguments presented in the debate.,Understand
Plan a distributed computing framework for processing large-scale scientific datasets across multiple heterogeneous computing nodes.,Create
A 2m long column has a circular cross section of 6cm diameter.,Apply
What is fluidization and minimum fluidization velocity?,Remember
"Evaluate  CFdrâï² for 2 Ë ËË F 2 xi xyj z k =+ +  along the curve C  x = t, y = t2, z = t3 from t = 0 to t = 1.",Apply
Briefly explain how aggregation processes could improve the water quality in a water treatment plant. ,Understand
Criticize the accuracy of digital twin simulations in predicting the behavior of complex mechanical systems.,Evaluate
With suitable diagram explain constructional details of 3pahse slipring induction motor.,Understand
"With the aid of pseudocode or source codes, assess the usage of fork, exec and wait functions in working together in inter process communication.",Evaluate
Solve the following problem using genetic algorithm.,Apply
Explain various types of aquifers.,Understand
Conclude the impact of smartphones on interpersonal communication.,Evaluate
"Discuss the principles of time division multiplexing (TDM) in digital communication, explaining its advantages and limitations.",Understand
Draw single circular linked list with 5 nodes.,Remember
Compare Zener breakdown with avalanche breakdown in a pn junction and state THREE differences. Name a device that utilizes each breakdown mode. ,Analyze
Defend your stance on environmental sustainability.,Evaluate
List the advantages of using a VPN (Virtual Private Network) over a proxy server for online privacy?,Remember
Describe the RAM and ROM memory organization in 8051 microcontroller.,Remember
State the classification and applications of Photogrammetry in surveying.,Understand
Discuss the advantages of dynamic logic circuit compared to the conventional static combinational logic circuit. ,Understand
State the applications of SBPS surveying?,Remember
What do you mean by recursive function?,Remember
Provide FOUR (4) reasons of using aggregate in concrete production. ,Understand
Identify the differences between TCP/IP and OSI models in terms of their layer representations?,Remember
Explain types of queues. Write any one in detail.,Remember
Can you justify your choice of investment?,Evaluate
List out Key features of UDP Protocol.,Remember
Draw the âmarket demand' and 'supply curve'. ,Understand
Apply the principles of calculus to solve this differential equation.,Apply
State the iron deficiency diseases.,Remember
Look at the symbol. What is the symbol’s purpose on a map?,Remember
"Contrast the features and performance of different recommendation systems (e.g., collaborative filtering, content-based filtering, matrix factorization) in personalized recommendation tasks.",Analyze
How do you construct foliations on a given manifold M?,Apply
Interpret the data from the social survey to identify societal trends.,Understand
Give an example of trait and phenotype to describe a Belgian Blue. ,Understand
How might old architectural styles be combined to create a novel building design?,Create
Can you generalize from consumer preferences to predict upcoming market demands?,Create
"Interpret the concept of traffic engineering, discussing topics such as traffic flow theory, traffic control devices, and transportation planning.",Understand
"As a civil engineer, you are planning the layout of a highway interchange to improve traffic flow and reduce congestion. Explain how you would apply traffic engineering principles and geometric design standards to optimize lane configurations and merge/diverge areas for safe and efficient traffic movement.",Apply
Mention the ingredients of cathode and anode for following batteries.,Remember
State the objective of proactive resistance management and briefly describe THREE methods of this management. ,Understand
"Discuss the principles of forward error correction (FEC) codes, explaining their mechanisms for detecting and correcting errors in transmitted data.",Understand
What are various types of air conditioning systems?,Remember
Propose and justify strategies for optimizing network performance in a cloud computing environment and evaluate their impact on scalability and reliability.,Apply
Describe the function of International Monetary Fund (IMF).,Remember
List the primary colors in additive color mixing.,Remember
Explain 3D position trackers.,Remember
List the desirable properties of decompostion.,Remember
Draw and explain the ARM family core architecture.,Remember
What are heat exchanger?,Remember
"Compare the gravity retaining wall, semi gravity retaining wall and cantilever retaining wall in the aspects of shape design, maximum height and method of construction. ",Understand
"Explain the concept of stress concentration in mechanical components, discussing its causes and methods for mitigating it.",Understand
What is the date of the fall of the Berlin Wall?,Remember
Mention various features of AT mega 328P.,Remember
Explain any three errors in induction type energy meter in detail.,Analyze
"Distinguish between linear and nonlinear finite element analysis methods, discussing their respective applications in structural mechanics and stress analysis.",Analyze
Critically analyze the image above and discuss the strategic decisions associated with the appeals of the advertisement.,Analyze
Explain FOUR (4) advantages of using multimedia in classroom. ,Understand
Find the values of the following using modular arithmetic.,Apply
The crank of an engine is 200 mm long and the ratio of connecting rod length to the crank radius is 4.,Apply
How can we combine and abstract facts about a software system to create new knowledge?,Create
Assuming that this monopolist is regulated to produce at that quantity where price equals average total cost. Calculate and find out what is the quantity the monopolist will produce and the price it will charge given this regulatory scenario.,Apply
Describe the scene using vivid language.,Understand
Recommend how our classroom or playground could be improved.,Evaluate
GenBank offers a few options for nucleotide sequence submissions. Name TWO available options and when are they used. ,Understand
Label any Olympic sporting apparatus with design features.,Remember
Interpret the mood conveyed through a piece of artwork.,Understand
Write a note on lapping process.,Remember
How do you infer the motives behind a character's dialogue in a play?,Analyze
"Fourier sine transform of () ,xfxeâ=  x > 0 is",Apply
Identify FIVE (5) effects of organizational communication technology towards communication pattern. ,Remember
How would you use statistical methods to analyze trends in crime rates?,Apply
Soil algae and protozoa are usually restricted at the uppermost soil layers and smaller than their aquatic counterparts. Justify. ,Evaluate
What is the space complexity of threaded binary tree.,Remember
Malaysian Code on Corporate Governance (2012) stipulates that there should  not be any domination of power by any individual in the board. Responsibilities of the CEO and the Chairperson must be clearly defined and separated in order to ensure a balance of power and authority. Evaluate the advantages and disadvantages of CEO duality.,Evaluate
Analyze the social media data to identify sentiment trends.,Analyze
Use Gauss Law to find the electric field between the plates when the charge on them is Q,Apply
Summarize the consequences of a natural disaster.,Understand
Analyze the potential societal impacts of widespread automation and job displacement due to advances in artificial intelligence and robotics.,Apply
